Bien
id;No voie;Type de voie;Voie;Surface Carrez du 1er lot;Type local;Surface reelle bati;Nombre pieces principales
;5;RUE;DE L EST;20,36;Appartement;20;1
;85;RUE;REBEVAL;48,34;Appartement;48;2
;28;RUE;SAINT FARGEAU;65,89;Appartement;63;3
;50;RUE;RIQUET;31,72;Appartement;30;2
;9;RUE;CHARLES FRIEDEL;13,53;Appartement;14;1
;58;RUE;HAXO;16,02;Appartement;17;1
;69;AV;GAMBETTA;43,8;Appartement;55;3
;15;RUE;DE LA VILLETTE;39,42;Appartement;40;3
;8;AV;SIMON BOLIVAR;100,06;Appartement;104;4
;50;RUE;DE LA JUSTICE;11,8;Appartement;11;1
;43;RUE;DE MEAUX;52,43;Appartement;50;3
;33;RUE;TANDOU;70,77;Appartement;73;3
;85;AV;SIMON BOLIVAR;82,66;Appartement;75;4
;100;BD;DE CHARONNE;41,75;Appartement;40;2
;25;RUE;DU TUNNEL;29,46;Appartement;32;2
;17;RUE;ORFILA;27,61;Appartement;28;1
;60;RUE;DE BAGNOLET;69,02;Appartement;66;4
;17;AV;SECRETAN;9,24;Appartement;11;1
;128;RUE;DES COURONNES;105,4;Appartement;105;5
;78;BD;DE BELLEVILLE;25,5;Appartement;27;1
;7;SQ;BOLIVAR;22,58;Appartement;24;1
;15;AV;JEAN JAURES;10,81;Appartement;10;1
;8;RUE;DES RONDEAUX;16,21;Appartement;18;1
;92;AV;DE FLANDRE;30,32;Appartement;27;1
;7;RUE;BELLOT;22,01;Appartement;23;1
;100;AV;JEAN JAURES;59,1;Appartement;59;3
;97;RUE;DE BELLEVILLE;35,4;Appartement;48;2
;61;RUE;DE L OURCQ;50,53;Appartement;49;2
;19;PAS;BOUDIN;13,64;Appartement;15;1
;12;PAS;DES SOUPIRS;40;Appartement;33;2
;32;RUE;SORBIER;52,09;Appartement;25;2
;31;RUE;DU TRANSVAAL;64,77;Appartement;64;3
;44;RUE;DE TERRE NEUVE;32,4;Appartement;32;1
;13;RUE;DES MURIERS;11,3;Appartement;11;1
;23;RUE;LE BUA;51,35;Appartement;56;3
;11;RUE;ARMAND CARREL;34,87;Appartement;30;2
;4;RUE;BELGRAND;43,01;Appartement;44;2
;3;VLA;GAGLIARDINI;18,8;Appartement;17;1
;90;RUE;HAXO;14,45;Appartement;15;1
;68;AV;SIMON BOLIVAR;22,55;Appartement;22;1
;8;RUE;BISSON;35,85;Appartement;36;1
;20;RUE;DE NANTES;14,59;Appartement;14;1
;14;RUE;D ANNAM;9,82;Appartement;10;1
;75;BD;SERURIER;29,27;Appartement;29;1
;41;RUE;STENDHAL;12,1;Appartement;13;1
;142;BD;DE LA VILLETTE;32,1;Appartement;36;2
;15;RUE;DE MEAUX;17,3;Appartement;18;1
;6;RUE;TACLET;34,02;Appartement;33;1
;14;RUE;CLOVIS HUGUES;22,84;Appartement;15;1
;113;RUE;DE MEAUX;10,03;Appartement;10;1
;11;RUE;ARMAND CARREL;30,17;Appartement;32;2
;21;RUE;DE THIONVILLE;84,34;Appartement;74;4
;44;RUE;CURIAL;12,21;Appartement;12;1
;14;RUE;BOTZARIS;66,9;Appartement;65;2
;76;RUE;DE CRIMEE;86,32;Appartement;86;3
;41;RUE;ARTHUR ROZIER;47,71;Appartement;48;2
;68;RUE;MANIN;53,92;Appartement;60;3
;60;BD;DE MENILMONTANT;13,82;Appartement;26;1
;62;AV;DE FLANDRE;93,01;Appartement;102;5
;1;PL;EMILE LANDRIN;83,33;Appartement;85;4
;44;RUE;DE LA VILLETTE;80,33;Maison;60;3
;37;RUE;DE NANTES;33,01;Appartement;32;2
;35;AV;MATHURIN MOREAU;54;Appartement;48;2
;16;RUE;DU GENERAL LASSALLE;40,09;Appartement;37;2
;14;RUE;DE THIONVILLE;52,76;Appartement;53;2
;14;RUE;DU CAPITAINE FERBER;108,01;Appartement;108;3
;5;RUE;CAVENDISH;77,86;Appartement;74;3
;6;RUE;D HAUTPOUL;73,71;Appartement;74;3
;82;QUAI;DE LA LOIRE;27,55;Appartement;29;1
;12;RUE;DES ENVIERGES;22,68;Appartement;22;1
;11;VLA;STENDHAL;45,43;Appartement;45;2
;153;RUE;DE CRIMEE;18,48;Appartement;18;1
;8;RUE;PIERRE GIRARD;104,74;Appartement;107;3
;203;AV;GAMBETTA;93,58;Appartement;53;3
;76;RUE;ALEXANDRE DUMAS;43,36;Appartement;45;3
;5;RUE;LALLY TOLLENDAL;17,8;Appartement;9;1
;343;RUE;DES PYRENEES;21,52;Appartement;21;1
;4;RUE;DES COURONNES;57,54;Appartement;57;2
;9;RUE;DE LA CR DES NOUES;25,02;Appartement;23;2
;30;AV;DE FLANDRE;62,72;Appartement;59;4
;11;SQ;VITRUVE;50,21;Appartement;51;2
;12;RUE;PRADIER;24,65;Appartement;26;2
;12;VLA;STENDHAL;17,14;Appartement;18;1
;22;RUE;REMY DE GOURMONT;75,34;Appartement;76;4
;116;BD;DE BELLEVILLE;37,58;Appartement;36;2
;27;RUE;DE LA CHINE;56,75;Appartement;60;3
;95;RUE;DES MARAICHERS;60,66;Appartement;61;3
;127;AV;JEAN JAURES;19,31;Appartement;19;1
;62;RUE;D HAUTPOUL;28,85;Appartement;30;2
;5;RUE;LALLY TOLLENDAL;24,48;Appartement;23;1
;37;RUE;JULIEN LACROIX;38,55;Appartement;39;2
;2;RUE;ETIENNE MAREY;63,78;Appartement;58;2
;123;BD;DAVOUT;26,01;Appartement;26;1
;30;RUE;CAVENDISH;51,87;Appartement;53;3
;12;RUE;JOUYE ROUVE;17,6;Appartement;22;2
;85;RUE;DE BAGNOLET;94,07;Appartement;56;2
;6;RUE;DES ANNELETS;42,15;Appartement;43;2
;83;BD;DAVOUT;14,8;Appartement;13;1
;58;RUE;OLIVIER METRA;78,96;Appartement;78;3
;24;RUE;PELLEPORT;22,35;Appartement;20;1
;157;RUE;DE BELLEVILLE;37,28;Appartement;36;1
;153;AV;DE FLANDRE;39,7;Appartement;39;1
;24;RUE;DE L ERMITAGE;30,9;Appartement;29;2
;4;RUE;JEAN BAPTISTE DUMAY;10,06;Appartement;20;2
;41;RUE;D HAUTPOUL;56,37;Appartement;55;3
;160;RUE;D AUBERVILLIERS;85,46;Appartement;85;4
;28;RUE;SAINT FARGEAU;76,47;Appartement;72;4
;351;RUE;DE BELLEVILLE;18,06;Appartement;26;1
;157;AV;JEAN JAURES;18,18;Appartement;16;1
;157;AV;JEAN JAURES;21,59;Appartement;20;1
;141;AV;JEAN JAURES;65,67;Appartement;81;3
;119;RUE;DE CRIMEE;14,01;Appartement;15;1
;12;ALL;LOUISE LABE;73,32;Appartement;71;3
;20;RUE;PELLEPORT;34,6;Appartement;35;2
;29;RUE;D AVRON;28;Appartement;30;2
;7;RUE;STENDHAL;45,16;Appartement;49;2
;28;RUE;DE LA CR DES NOUES;41,18;Appartement;39;3
;95;RUE;DE CRIMEE;12,13;Appartement;12;1
;27;RUE;CLAVEL;56,14;Appartement;56;3
;38;AV;SIMON BOLIVAR;42,37;Appartement;41;2
;9;RUE;BOURET;24,4;Appartement;24;2
;62;RUE;PIXERECOURT;80,64;Appartement;80;4
;80;RUE;ALEXANDRE DUMAS;33,58;Appartement;29;2
;29;RUE;ARTHUR ROZIER;78,19;Appartement;78;5
;25;RUE;DES GATINES;26,04;Appartement;27;1
;21;RUE;MANIN;71,52;Appartement;66;2
;242;BD;DE LA VILLETTE;20,66;Appartement;20;2
;52;RUE;PIAT;15,28;Appartement;15;1
;74;RUE;SAINT BLAISE;50,01;Appartement;50;3
;28;RUE;SAINT FARGEAU;76,24;Appartement;72;4
;305;RUE;DES PYRENEES;43,25;Appartement;41;2
;55;RUE;DE MOUZAIA;38;Appartement;50;1
;135;BD;DAVOUT;19,19;Appartement;19;1
;36;RUE;MATHIS;10,19;Appartement;11;1
;19;RUE;CLAVEL;12,06;Appartement;12;1
;103;RUE;COMPANS;92,3;Appartement;92;1
;43;RUE;DU TELEGRAPHE;47,61;Appartement;47;2
;91;RUE;MANIN;82,4;Appartement;83;2
;4;RUE;GEORGES LARDENNOIS;60,03;Appartement;58;3
;34;RUE;DE LORRAINE;50,1;Appartement;55;2
;116;RUE;DE MENILMONTANT;26,01;Appartement;26;2
;8;VLA;STENDHAL;15,6;Appartement;30;2
;6;RUE;DES RASSELINS;79,97;Appartement;80;4
;53;RUE;DE LA PLAINE;34,03;Appartement;34;2
;7;BD;DAVOUT;44,94;Appartement;45;2
;69;RUE;ALEXANDRE DUMAS;81,58;Appartement;81;3
;16;RUE;DU DEPARTEMENT;45,7;Appartement;45;1
;71;RUE;SAINT BLAISE;22,26;Appartement;25;1
;104;RUE;DE L OURCQ;39,48;Appartement;40;2
;50;RUE;PETIT;19,74;Appartement;21;1
;151;AV;JEAN JAURES;14;Appartement;23;1
;73;RUE;REBEVAL;30,98;Appartement;30;2
;12;RUE;DU CAMBODGE;15,8;Appartement;27;1
;305;RUE;DES PYRENEES;113;Appartement;120;6
;132;AV;JEAN JAURES;38,08;Appartement;40;2
;3;RUE;CARDUCCI;37,34;Appartement;34;2
;10;RUE;RIQUET;47,54;Appartement;48;2
;17;RUE;CLAVEL;68,03;Appartement;68;3
;72;RUE;DE BELLEVILLE;35,4;Appartement;36;2
;153;AV;DE FLANDRE;20,28;Appartement;20;1
;47;RUE;DES PYRENEES;56,74;Appartement;55;3
;3;RUE;DE JOINVILLE;53,38;Appartement;53;2
;116;RUE;DE MEAUX;19,15;Appartement;19;1
;16;RUE;LALLY TOLLENDAL;56,54;Appartement;60;3
;28;RUE;PIAT;13,25;Appartement;19;1
;28;RUE;PIAT;15,02;Appartement;15;1
;14;RUE;DU PLATEAU;40,08;Appartement;20;1
;31;RUE;DU CLOS;22,7;Appartement;23;2
;6;PL;DU COLONEL FABIEN;54,15;Appartement;54;2
;24;RUE;EUGENE JUMIN;51,54;Appartement;53;3
;33;RUE;HAXO;26,85;Appartement;27;2
;68;RUE;DE LA MARE;26,92;Appartement;35;2
;241;RUE;DE CRIMEE;10,67;Appartement;10;1
;18;RUE;BOTZARIS;59,79;Appartement;56;2
;63;RUE;DES CASCADES;17,28;Appartement;18;1
;116;RUE;D AVRON;3,37;Appartement;19;1
;226;RUE;DES PYRENEES;46,19;Appartement;50;3
;50;RUE;PETIT;18,52;Appartement;19;1
;23;AV;CORENTIN CARIOU;95,37;Appartement;96;4
;35;RUE;DES MARONITES;53,6;Appartement;53;3
;4;RUE;BASTE;33,82;Appartement;34;2
;277;RUE;DES PYRENEES;80,52;Appartement;79;4
;27;RUE;DE LA CHINE;45,1;Appartement;45;2
;144;RUE;D AVRON;14,78;Appartement;13;1
;4;PL;MARTIN NADAUD;78,35;Appartement;78;3
;113;RUE;VILLIERS ISLE ADAM;64,69;Appartement;62;3
;42;RUE;D AUBERVILLIERS;13,37;Appartement;13;1
;78;AV;SECRETAN;90,12;Appartement;54;3
;14;RUE;DES CASCADES;17,9;Appartement;23;1
;14;RUE;DE THIONVILLE;27,88;Appartement;28;1
;44;RUE;SORBIER;73,13;Appartement;73;3
;204;RUE;DE CRIMEE;42,16;Appartement;44;2
;42;RUE;DE MENILMONTANT;31,09;Appartement;46;3
;1;PAS;DAGORNO;24,48;Appartement;27;1
;31;RUE;DES ENVIERGES;73,51;Appartement;72;4
;307;RUE;DE BELLEVILLE;91,02;Appartement;89;3
;16;RUE;DE MEAUX;22,73;Appartement;23;1
;77;RUE;DE LAGNY;71,79;Appartement;71;3
;23;RUE;DE ROMAINVILLE;44,94;Appartement;43;2
;18;RUE;DES MARAICHERS;26,4;Appartement;26;1
;149;RUE;DE BELLEVILLE;23,15;Appartement;21;2
;135;BD;DAVOUT;19,43;Appartement;19;1
;59;RUE;REBEVAL;31,14;Appartement;32;2
;75;AV;SIMON BOLIVAR;27,89;Appartement;27;1
;32;RUE;DE L OURCQ;64,21;Appartement;65;3
;92;RUE;DE BELLEVILLE;18,29;Appartement;18;1
;50;RUE;PETIT;19,78;Appartement;21;1
;26;RUE;D AVRON;29,44;Appartement;83;3
;12;RUE;JOUYE ROUVE;22,6;Appartement;22;2
;14;RUE;DU CAPITAINE FERBER;62,24;Appartement;63;3
;27;AV;SECRETAN;68,76;Appartement;71;3
;50;RUE;PETIT;23,5;Appartement;23;1
;27;RUE;DE BAGNOLET;24,36;Appartement;24;1
;86;RUE;DE MENILMONTANT;43;Appartement;38;2
;7;RUE;SORBIER;18,5;Appartement;14;1
;15;RUE;DES ANNELETS;27,9;Appartement;28;1
;25;RUE;ETIENNE DOLET;45,42;Appartement;47;2
;112;RUE;DES GRANDS CHAMPS;50,95;Appartement;51;2
;54;RUE;DE CRIMEE;35,04;Appartement;28;2
;6;RUE;DE LESSEPS;172,55;Maison;120;6
;244;RUE;DES PYRENEES;10,65;Appartement;10;1
;129;RUE;DE BAGNOLET;21,2;Appartement;31;1
;25;RUE;DU GENERAL BRUNET;102,63;Appartement;101;4
;9;AV;DU PERE LACHAISE;50,25;Appartement;64;3
;71;RUE;SAINT BLAISE;24,23;Appartement;24;1
;48;RUE;DES HAIES;40,49;Appartement;40;1
;1;RUE;DES RONDONNEAUX;16,78;Appartement;17;1
;64;BD;DE MENILMONTANT;62,83;Appartement;60;2
;98;AV;SIMON BOLIVAR;21,95;Appartement;22;1
;9;RUE;COURAT;32,45;Appartement;32;2
;17;RUE;ARTHUR ROZIER;60,7;Appartement;61;3
;33;RUE;DES PANOYAUX;24,27;Appartement;24;1
;109;RUE;DES GRANDS CHAMPS;33,03;Appartement;28;1
;36;RUE;DE LA REUNION;46,2;Appartement;45;2
;7;BD;DAVOUT;31,6;Appartement;34;1
;60;RUE;DE MEAUX;21,82;Appartement;22;2
;16;RUE;DE L EQUERRE;17,2;Appartement;18;1
;161;RUE;DES PYRENEES;53,59;Appartement;52;3
;69;RUE;DES MARAICHERS;42,52;Appartement;42;1
;32;RUE;SORBIER;35,44;Appartement;35;2
;3;PAS;DESGRAIS;27,75;Appartement;25;1
;37;RUE;DES ENVIERGES;15,38;Appartement;21;1
;22;RUE;DE TLEMCEN;23,8;Appartement;30;2
;35;RUE;LIGNER;35,01;Appartement;30;2
;35;VLA;CURIAL;45,05;Appartement;43;2
;397;RUE;DES PYRENEES;25,82;Appartement;30;1
;66;AV;SECRETAN;41,52;Appartement;42;2
;68;RUE;PELLEPORT;38,02;Appartement;39;2
;79;RUE;DE MOUZAIA;49,03;Appartement;50;3
;23;PAS;GAMBETTA;55,23;Appartement;56;2
;2;RUE;DAMPIERRE;31,8;Appartement;60;4
;19;RUE;DUPONT DE L EURE;42,52;Appartement;43;2
;1;PL;DES GRES;46,97;Appartement;50;3
;8;ALL;ANNE DE BEAUJEU;81,74;Appartement;81;4
;122;RUE;DE BELLEVILLE;24,53;Appartement;26;1
;125;AV;GAMBETTA;78,04;Appartement;80;4
;52;RUE;D HAUTPOUL;38,64;Appartement;40;2
;31;RUE;PAUL STRAUSS;92,3;Appartement;92;4
;252;RUE;DES PYRENEES;48,69;Appartement;47;3
;130;RUE;DES COURONNES;37,13;Appartement;36;2
;94;RUE;DES PYRENEES;31,35;Appartement;30;2
;55;RUE;DES VIGNOLES;58,61;Appartement;58;2
;6;RUE;MICHEL DE BOURGES;87,65;Appartement;89;4
;14;RUE;DES LYANES;61,51;Appartement;94;3
;48;RUE;DES VIGNOLES;50,74;Appartement;47;3
;36;RUE;SORBIER;42;Appartement;41;2
;56;RUE;DE BAGNOLET;32,45;Appartement;34;1
;5;RUE;LALLY TOLLENDAL;20,07;Appartement;20;1
;52;RUE;DES MARAICHERS;48,75;Appartement;48;2
;61;RUE;ORFILA;85,4;Appartement;60;3
;42;RUE;DES ORTEAUX;50,86;Appartement;56;3
;30;RUE;CLAVEL;49,34;Appartement;50;3
;53;RUE;REBEVAL;53,14;Appartement;53;2
;11;RUE;ARMAND CARREL;34,69;Appartement;32;2
;34;RUE;PELLEPORT;44,49;Appartement;45;2
;41;RUE;DES RIGOLES;26,5;Appartement;26;1
;6;RUE;DU DOCTEUR PAQUELIN;36,91;Appartement;34;2
;28;RUE;PIAT;16,01;Appartement;17;1
;57;RUE;ETIENNE MAREY;66;Appartement;65;3
;21;RUE;MALTE BRUN;30,31;Appartement;32;2
;10;RUE;ORFILA;15,14;Appartement;26;2
;71;RUE;SAINT BLAISE;28,43;Appartement;31;1
;20;RUE;DE L EQUERRE;25,84;Appartement;30;2
;1;RUE;DE L ENCHEVAL;32,7;Appartement;29;2
;54;RUE;SAINT BLAISE;39,32;Appartement;39;2
;16;RUE;DUPONT DE L EURE;72,57;Appartement;67;3
;16;RUE;BARBANEGRE;46,6;Appartement;48;3
;81;AV;SIMON BOLIVAR;75,63;Appartement;75;3
;188;BD;DE LA VILLETTE;31,23;Appartement;32;2
;113;RUE;DE CRIMEE;23,3;Appartement;23;1
;3;RUE;PIERRE BAYLE;28,61;Appartement;27;2
;28;AV;SIMON BOLIVAR;71,66;Appartement;73;3
;32;RUE;DES SOLITAIRES;25,22;Appartement;26;1
;20;RUE;EUGENE JUMIN;35,03;Appartement;35;2
;78;RUE;DE BUZENVAL;62,02;Appartement;62;3
;46;RUE;DES ORTEAUX;48,44;Appartement;50;2
;19;RUE;D ANNAM;44,9;Appartement;45;2
;88;QUAI;DE LA LOIRE;20,11;Appartement;24;1
;22;RUE;BELGRAND;39,61;Appartement;38;3
;397;RUE;DES PYRENEES;141,4;Appartement;141;3
;7;RUE;BELLOT;19,85;Appartement;19;1
;38;RUE;DE BELLEVILLE;45,3;Appartement;49;3
;129;AV;SIMON BOLIVAR;42,95;Appartement;40;3
;36;RUE;DES GRANDS CHAMPS;94,08;Appartement;95;2
;49;RUE;PLANCHAT;96,14;Appartement;95;4
;137;RUE;DE MENILMONTANT;47,91;Appartement;47;2
;18;RUE;DE PALESTINE;32,07;Appartement;37;2
;145;AV;JEAN JAURES;41,04;Appartement;41;2
;75;AV;SIMON BOLIVAR;73,18;Appartement;74;3
;54;RUE;SAINT BLAISE;38,66;Appartement;38;1
;34;RUE;CURIAL;22,88;Appartement;24;1
;118;AV;DE FLANDRE;92,17;Appartement;83;4
;68;AV;DE FLANDRE;27,53;Appartement;30;2
;2;VLA;DU PARC;7,95;Appartement;8;1
;130;RUE;DE BAGNOLET;61,11;Appartement;61;3
;27;AV;DE LAUMIERE;50,55;Appartement;51;3
;124;AV;DE FLANDRE;40,8;Appartement;25;2
;60;AV;SIMON BOLIVAR;33,12;Appartement;40;1
;30;RUE;BOYER;29,02;Appartement;30;2
;12;RUE;DES SOLITAIRES;10,19;Appartement;16;1
;38;RUE;DES ENVIERGES;59,4;Appartement;59;3
;61;RUE;DES CASCADES;27,23;Appartement;24;1
;23;RUE;DU BORREGO;38,32;Appartement;38;2
;105;RUE;DE BELLEVILLE;45,01;Appartement;43;3
;22;RUE;EUGENE JUMIN;34,7;Appartement;30;2
;11;RUE;EURYALE DEHAYNIN;59,48;Appartement;60;3
;154;RUE;PELLEPORT;31,73;Appartement;39;3
;147;RUE;DE BELLEVILLE;40,18;Appartement;46;2
;9;RUE;EUGENE JUMIN;33,33;Appartement;32;2
;114;RUE;DE MEAUX;27,74;Appartement;45;3
;23;RUE;CLOVIS HUGUES;29,02;Appartement;29;2
;73;RUE;PETIT;53,31;Appartement;53;2
;9;RUE;LESAGE;61,64;Appartement;33;1
;130;RUE;DES COURONNES;45,8;Appartement;44;2
;6;AV;DE FLANDRE;43,53;Appartement;52;3
;3;RUE;BELLOT;20,87;Appartement;20;1
;12;RUE;RIQUET;67,34;Appartement;60;2
;10;RUE;RIQUET;49,92;Appartement;49;2
;7;BD;DAVOUT;52,15;Appartement;56;1
;28;RUE;DE L ARGONNE;32,6;Appartement;35;2
;92;RUE;DES MARAICHERS;43,13;Appartement;45;3
;31;RUE;DU BORREGO;23,9;Appartement;23;1
;26;RUE;FREDERICK LEMAITRE;59,03;Appartement;60;3
;103;RUE;DE MENILMONTANT;32,6;Appartement;35;2
;12;VLA;ALBERT ROBIDA;71,96;Appartement;73;3
;30;PAS;GAMBETTA;24,92;Appartement;25;1
;48;RUE;DE LA REUNION;18,66;Appartement;19;1
;89;AV;GAMBETTA;45,38;Appartement;45;2
;21;RUE;MANIN;26,56;Appartement;30;1
;4;RUE;BOTZARIS;81,28;Appartement;46;3
;232;RUE;DE CRIMEE;35,21;Appartement;32;2
;50;RUE;ORFILA;14,96;Appartement;16;1
;7;RUE;EMILE LANDRIN;33,81;Appartement;33;1
;28;RUE;VITRUVE;58,82;Appartement;59;3
;5;SQ;BOLIVAR;37,07;Appartement;36;2
;5;BD;DAVOUT;29,16;Appartement;15;1
;25;RUE;EUGENE JUMIN;31,3;Appartement;31;2
;80;RUE;DE BELLEVILLE;44,51;Appartement;41;2
;17;RUE;ALPHONSE PENAUD;14,49;Appartement;15;1
;15;RUE;EUGENE JUMIN;34,35;Appartement;34;2
;5;RUE;REMY DE GOURMONT;43,14;Appartement;47;2
;35;RUE;DE MEAUX;40,47;Appartement;43;2
;15;AV;DE LAUMIERE;17,32;Appartement;22;1
;50;RUE;REBEVAL;50,15;Appartement;51;3
;84;RUE;DE CRIMEE;33,35;Appartement;34;1
;20;QUAI;DE LA MARNE;42,84;Appartement;44;2
;36;RUE;DE LORRAINE;19,8;Appartement;19;1
;26;RUE;ALPHONSE PENAUD;103,56;Appartement;104;4
;50;RUE;REBEVAL;56,46;Appartement;57;3
;32;RUE;PRADIER;57,02;Appartement;60;3
;9;RUE;JOUYE ROUVE;42,2;Appartement;45;3
;15;QUAI;DE LA GIRONDE;37,33;Appartement;36;1
;7;VLA;GAGLIARDINI;27,09;Appartement;26;1
;59;RUE;REBEVAL;61,55;Appartement;70;3
;43;RUE;MANIN;53,68;Appartement;52;3
;10;RUE;JANSSEN;41,57;Appartement;49;2
;78;RUE;DE BELLEVILLE;47,72;Appartement;37;3
;5;VLA;GAGLIARDINI;22,02;Appartement;20;1
;66;AV;SECRETAN;54,01;Appartement;50;2
;3;RUE;PIERRE FONCIN;91,39;Appartement;91;4
;48;BD;DE LA VILLETTE;35,57;Appartement;30;2
;34;RUE;D AUBERVILLIERS;29,42;Appartement;25;1
;128;RUE;PELLEPORT;72,59;Appartement;73;3
;8;RUE;DU HAINAUT;43,19;Appartement;41;2
;41;RUE;STENDHAL;9,8;Appartement;9;1
;42;RUE;DE MENILMONTANT;27,19;Appartement;27;1
;26;RUE;DE MENILMONTANT;55,85;Appartement;60;3
;78;RUE;DE LA MARE;18,7;Appartement;20;2
;5;RUE;FREDERICK LEMAITRE;53,65;Appartement;52;2
;7;RUE;MANIN;43,61;Appartement;45;2
;14;RUE;BOTZARIS;70;Appartement;69;2
;1;RUE;DES FETES;14,79;Appartement;15;1
;26;RUE;FESSART;50,01;Appartement;51;3
;68;AV;SIMON BOLIVAR;22,69;Appartement;22;1
;29;AV;SECRETAN;38,58;Appartement;37;3
;340;RUE;DES PYRENEES;53,89;Appartement;51;3
;5;RUE;HENRI CHEVREAU;59,25;Appartement;64;2
;41;RUE;VILLIERS ISLE ADAM;12,53;Appartement;12;1
;45;AV;SIMON BOLIVAR;41,61;Appartement;41;2
;8;RUE;MONTE CRISTO;127,41;Appartement;75;1
;8;RUE;MATHIS;39,94;Appartement;42;2
;5;RUE;DE L ALSACE LORRAINE;39,04;Appartement;40;2
;17;RUE;ALPHONSE PENAUD;14,72;Appartement;14;1
;339;RUE;DE BELLEVILLE;70,25;Appartement;68;1
;79;RUE;DE MOUZAIA;31,75;Appartement;31;2
;17;RUE;MATHIS;72,24;Appartement;69;3
;85;RUE;PETIT;31,12;Appartement;31;1
;17;RUE;MATHIS;67,42;Appartement;64;3
;10;RUE;MELINGUE;24,1;Appartement;28;2
;78;RUE;DES PYRENEES;59,37;Appartement;75;3
;85;RUE;MANIN;119,14;Appartement;119;5
;212;BD;DE CHARONNE;44,01;Appartement;43;2
;363;RUE;DES PYRENEES;64,25;Appartement;65;4
;40;AV;DE FLANDRE;78,77;Appartement;77;3
;11;RUE;LESAGE;38,53;Appartement;45;2
;3;VLA;GAGLIARDINI;18,8;Appartement;15;1
;15;RUE;DU SURMELIN;34,76;Appartement;36;2
;4;RUE;DES MARONITES;21,59;Appartement;23;1
;3;RUE;BURNOUF;27,1;Appartement;28;2
;66;AV;SIMON BOLIVAR;23,8;Appartement;24;1
;4;RUE;HENRI DUBOUILLON;36,88;Appartement;36;2
;1;RUE;DUVERGIER;43,35;Appartement;42;2
;30;AV;MATHURIN MOREAU;36,7;Appartement;34;2
;18;RUE;DE LAGNY;17,01;Appartement;16;1
;11;RUE;DU SOLEIL;19,8;Appartement;20;1
;79;RUE;DES CASCADES;16,16;Appartement;16;2
;18;RUE;DE PALESTINE;42,3;Appartement;40;2
;93;RUE;DE BAGNOLET;23,78;Appartement;24;1
;119;RUE;DES PYRENEES;32,9;Appartement;33;1
;90;RUE;DES ORTEAUX;19,06;Appartement;18;1
;14;RUE;D HAUTPOUL;20,75;Appartement;19;1
;46;RUE;DE LA MARE;67,15;Appartement;58;2
;35;RUE;DE LA DUEE;31,5;Appartement;31;2
;30;AV;DE LAUMIERE;62,72;Appartement;59;4
;21;RUE;EUGENE JUMIN;40,91;Appartement;40;3
;103;RUE;DE MENILMONTANT;50,7;Appartement;54;3
;80;RUE;CURIAL;48,14;Appartement;48;2
;22;RUE;DE BAGNOLET;28,27;Appartement;25;2
;1;IMP;DES ANGLAIS;9,36;Appartement;9;1
;5;RUE;FESSART;40,36;Appartement;40;3
;82;AV;DE FLANDRE;37,17;Appartement;32;3
;9;AV;DE LAUMIERE;37,45;Appartement;35;3
;57;RUE;DE LA MARE;44,05;Appartement;105;5
;59;RUE;REBEVAL;105,5;Appartement;113;6
;63;RUE;DE LA PLAINE;77,95;Appartement;77;3
;14;RUE;DE THIONVILLE;77,98;Appartement;77;3
;17;RUE;LALLY TOLLENDAL;33,32;Appartement;35;2
;22;RUE;MANIN;55,7;Appartement;53;3
;23;RUE;DES SOLITAIRES;53,07;Appartement;44;3
;75;RUE;DE MENILMONTANT;45,12;Appartement;48;2
;135;BD;DAVOUT;19,1;Appartement;19;1
;40;RUE;ALPHONSE PENAUD;17,02;Appartement;25;1
;8;RUE;ROUVET;64,84;Appartement;64;3
;26;AV;GAMBETTA;15,22;Appartement;16;1
;24;RUE;DES ENVIERGES;21;Appartement;19;1
;22;RUE;EUGENE JUMIN;55,27;Appartement;36;2
;25;RUE;D HAUTPOUL;39,08;Appartement;36;2
;1;RUE;EDGAR POE;153,8;Appartement;147;3
;32;RUE;DES ORTEAUX;20,85;Appartement;20;1
;99;RUE;DES GRANDS CHAMPS;65,9;Appartement;67;4
;8;RUE;DES VIGNOLES;28,32;Appartement;28;2
;73;RUE;DE BAGNOLET;26,01;Appartement;27;1
;58;RUE;DE LA VILLETTE;36,27;Appartement;35;2
;119;RUE;DES AMANDIERS;79,89;Appartement;80;3
;17;VLA;DE L ERMITAGE;25,92;Appartement;25;2
;116;RUE;PELLEPORT;26,17;Appartement;28;1
;24;RUE;HENRI POINCARE;78,15;Appartement;79;3
;11;RUE;EDGAR POE;53,04;Appartement;53;3
;14;RUE;DE THIONVILLE;45,35;Appartement;46;2
;64;RUE;ORFILA;35,37;Appartement;35;1
;25;RUE;HENRI CHEVREAU;24,43;Appartement;25;2
;6;RUE;DE TERRE NEUVE;41,13;Appartement;49;3
;32;RUE;DES SOLITAIRES;10,33;Appartement;12;1
;9;RUE;DE LA CR DES NOUES;32,53;Appartement;39;2
;2;CITE;ADRIENNE;23,1;Appartement;30;1
;2;VLA;DE L ERMITAGE;83,72;Maison;55;3
;50;RUE;DES HAIES;11,6;Appartement;12;1
;4;RUE;BELGRAND;37,68;Appartement;38;2
;90;RUE;DES ORTEAUX;18,13;Appartement;24;1
;89;RUE;DES PYRENEES;63;Appartement;50;3
